name,ab,url,strat,org,sector,type,region,country,city,submitted, 
Vermi Composting and many other initiatives,"Food waste is composted in the wormery that contains 100 trays of worms to date and the compost goes to Siloso Beach Resort’s very own vegetable and herb rooftop garden. But their positive impact does not stop there. They produce much more compost than they need in the garden and thus the resort contributes this compost along with the knowledge of wormery, to other organisations including schools.",https://lensonblog.wordpress.com/2017/12/27/natures-hospitality/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Siloso Beach Resort,FOOD & BEVERAGES including agriculture and restaurants,- National Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
District Cooling,"District cooling is an innovative urban utility service involving the centralised production of chilled water that is piped to commercial buildings for air-conditioning. Instead of individual buildings having their own chillers, district cooling reaps the benefits of economies of scale by sharing chiller capacity, operated and maintained by a large and professional team of technical staff.",https://www.spgroup.com.sg/what-we-do/cooling-and-heating,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",SP Group,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Plastic to Oil,"Enviro Hub has successfully developed a spectrum of services which involves the management of electronic waste, ferrous and non-ferrous metals, engineering plastics, chemicals, copper recovery and refining, and conversion of waste plastics to fuel oil.",http://www.enviro-hub.com/home.html,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Enviro Hub Holdings,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Multinational Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Using Waste Material for Cement,"Ground Granulated Blast Furnace Slag (GGBFS): The eco-substitute for Ordinary Portland Cement (OPC), GGBFS is created by the quenching of molten iron slag (a by-product of iron and steel-making) with water in a blast furnace. This produces a glassy, granular product that is subsequently grounded into powder to replace cement. A tonne of GGBFS produces only 70 kg of carbon without consuming any natural resources. This compares with a tonne of OPC which produces 970 kg of carbon and consumes 800 kg of limestone and 200 kg of clay.",https://www.panunited.com.sg/sustainability/eco-friendly-products-and-raw-materials/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Pan United,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Multinational Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Construction waste is turned into new building materials,"The Group is a market leader in sustainable construction. Our recycling facilities allow us to close the recycling loop. We have the ability to collect and process our built products when they have reached the end of their lifespan, recycling the old materials into new, high quality and sustainable products for commercial use. This initiative decreases landfill waste, reduces decency on raw materials and minimizes environmental impacts.",https://www.samwoh.com.sg,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Sam Woh Construction,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- National Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Remanufacturing of Products (Reserach Phase),NA,https://www.a-star.edu.sg/simtech/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",SIMTECH + NTU,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",Non-profit,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Urban Coffee Waste Mushroom Farm : Upcycling Coffee Grounds to grow mushrooms,"Collecting coffee grounds to grow on rooftops. Fungimental plan to divert 2500kg of coffee grounds from landfill every week, using them to grow chemical-free, gourmet oyster mushrooms for Sydney to enjoy. It's believed that Sydneysiders alone generate 86,100kg of waste coffee grounds every day.",https://www.facebook.com/Fungimental/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Fungimental,FOOD & BEVERAGES including agriculture and restaurants,- Startup,Asia & Oz,Australia,Sydney - Australia,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Upcycle Fabric Waste,"Collect fabric waste and create clothes with it. The R Collective originally stems from Redress’ 10-year legacy and aims to shine a light on the possibilities offered by collaborating with leading emerging designers to create affordable, yet luxurious upcycled collections from premium textile waste. The R Collective currently works with four designers, who are previous winners of the Redress Design Award (formerly known as the EcoChic Design Award) and include Kévin Germanier, a Central St Martins graduate; Hong Kong Chinese Victor Chu whose creativity in zero waste design has been translated into various collections; British knitwear designer, Kate Morris, who also boasts a major 2017 PETA award; and Israeli Lia Kassif who has won a prestigious ‘People’s Award’ for her upcycling.",https://www.thercollective.com/en/about-us  https://www.facebook.com/TheRCollectiveLife/        ,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",The R Collective,FASHION and other textiles,- SME,Asia & Oz,China,Hong Kong,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Using Waste to create fabric for clothing,"We design and manufacture innovative activewear apparel using sustainable fibres enabling us to become eco-conscious citizens. We source advanced technical fabrics that push the limits of performance, infusing superior quality and comfort with bold and original designs. Sustainable manufacturing methods including recycled plastic bottles, upcycled coffee grounds and water-based ink dyes allow us to make a positive impact on our planet, changing waste to recycled goods that would otherwise contribute to landfill.",https://rumixfeelgood.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Rumi X,FASHION and other textiles,- Startup,Asia & Oz,China,Hong Kong / Seattle,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Clothes Swapping,Singapore's first online fashion swapping platform to shop unlimitedly without hurting your wallet or the planet.,http://www.swapaholic.com,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Swapaholic,FASHION and other textiles,- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Selling of 2nd hand fashion,"REFASH.sg is an exclusive online marketplace for women to buy and sell ""like new"" fashion. Members can list items straight from their wardrobes and shop up to 70% off their favourite fast fashion and luxury brands.",www.refash.sg,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",REFASH,FASHION and other textiles,- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Paper made from recycled stone,"Karst Stone Paper is a superior alternative to traditional pulp paper that uses no trees, water, wastes, acids or bleaches to produce. Our paper is the whitest and smoothest paper available. Not only is Karst Stone Paper a better alternative, it’s also waterproof and tear resistant. Our manufacturing process is powered in part by solar energy and leaves a 60% smaller carbon footprint than traditional paper.Stone paper is future-friendly, made from one of the most abundant substances on earth: calcium carbonate. we repurpose waste stone produced by the mining industry and construction industry, crush it into a powder, and combine it with a non-toxic, recyclable binding agent to make stone paper. Not one drop of water and not one tree was harmed in the making of the notebooks. ",https://karststonepaper.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Karst - Stone Paper,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- National Corporate,Asia & Oz,Australia,Sydney - Australia,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Brewing a Better World,"Brewing a Better World (BaBW) - Brewing a Better World (BaBW) is our corporate strategy to create shared and sustainable value for our company, society and the planet. More than 8,000 solar panels were installed on the APB Singapore rooftops, spanning an area of more than 3 FIFA football fields! With that, we can proudly announce that every pint of Tiger Beer consumed in Singapore is ‘Brewed by the Sun”! Yeast by-product for animal feed. 90% of glass bottles are recycled ",https://www.apbsingapore.com.sg/brewing-a-better-world/,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",APB (Asia Pacific Breweries) Singapore - Operating company of Heineken,FOOD & BEVERAGES including agriculture and restaurants,- Multinational Corporate,Global,Global,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Green building materials,"ECOR is an advanced, high performance, sustainable green building material.ECOR provides the only enterprise-grade solution to immediately access substantial recycling revenues from fiber waste and engage in all phases of this new economy.DESIGNED TO ENABLE THE CIRCULAR ECONOMY. The premier material certified Cradle-to-Cradle for use in the built environment to embody the design principles of the Circular Economy for building products, construction, interior design, furniture and beyond. ECOR outperforms traditional materials including wood, mdf, particleboard, cardboard and foam for strength to weight , spanning and does not splinter",https://ecorglobal.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",ECOR - Noble Environmental Technologies,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Multinational Corporate,Global,Global,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Seed bearing lollipops : Eat and Plant,"Our intention at Amborella Organics is for customers to eat an organic lollipop— with hints of roses, sage, rosemary, lavender, lemongrass, thyme, hibiscus and marigold— and plant their biodegradable stick, made from recycled paper in soil to simultaneously decompose and grow. The heirloom seed inside the lollipop stick correspond to the herb or flower inside our purpose driven candy. From the foraged flowers and herbs that shape our logo, to the turmeric and carrot natural dyes in our lollipops, Amborella Organics is a sustainable and eco-conscious company. ",https://www.amborellaorganics.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Amborella Organics,FOOD & BEVERAGES including agriculture and restaurants,- National Corporate,North America,United States,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Left Over Restaurant/Store Food,Too Good to Go lets you order (perfectly good) food that restaurants would otherwise throw out — for low prices. We're fighting food waste by providing stores with a free platform to sell their left over food - instead of just throwing it away.,https://toogoodtogo.co.uk,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Too Good To Go,FOOD & BEVERAGES including agriculture and restaurants,- Startup,Europe,Over Europe,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Waste Supermarket,"Supermarkets selling products which would otherwise be wasted and go to landfill. Wefood sells produce at prices 30 to 50 per cent cheaper than normal supermarkets. Wefood have deal with Føtex (one of the biggest supermarket chains in Denmark) for bread and other products. The surplus store also has agreements with an importers of citrus fruits, a butchers, and a producer of organic fruit and nut bars.Volunteers pick up the produce from the suppliers.",https://www.danchurchaid.org/join-us/wefood,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",WEFOOD,FOOD & BEVERAGES including agriculture and restaurants,Non-profit,Europe,Germany,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Edible Packaging,"OUR MISSION IS TO CREATE  INNOVATIVE SOLUTIONS FROM SEAWEED TO SOLVE PLASTIC WASTE ISSUE, WHILE INCREASING THE LIVELIHOOD OF INDONESIA'S SEAWEED FARMERS The eco-solution for plastic waste problems. Our products are eco- friendly, biodegradable or even edible and healthy for the body. We use seaweed as our raw material. Our impact is not just on the environment but also on the livelihood of seaweed farmers",http://www.evoware.id,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",EVOWARE,FOOD & BEVERAGES including agriculture and restaurants,- SME,Asia & Oz,Indonesia,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Upcycled Airbags,We upcycle airbags and seat belts into your backpack. What was once meant for safety is now carrying your belongings.,https://www.airpaq.de,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",AIRPAQ,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Startup,Europe,Germany,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Sustainable Hotel Management,ZeroWaste Programme / Sustainable Seafood / Freeze leftovers for food banks / Collaboration with ES Power (carbon neutral energy),http://www.marinabaysands.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Marina Bay Sands,FOOD & BEVERAGES including agriculture and restaurants,- National Corporate,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Food waste collection for insect farms / fertilizers,"At Citizen Farm, we aim to change the way people eat and live. Instead of consuming industrially-produced food shipped halfway across the globe, we want our community to thrive on sustainable, safe, and locally-grown fresh food. Our model features an array of different farming systems which grow the best quality produce with the least amount of waste. Unlike traditional farms, our agricultural byproducts are composted and upcycled into fertilizer, which goes back into nourishing the soil and plants. This circular economy is robust, sustainable, and what we believe to be the future of farming. Fish Waste for plant nutrients. Collecting Used coffee from MBS for planting",https://www.citizenfarm.com.sg,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",CITIZEN FARM,FOOD & BEVERAGES including agriculture and restaurants,- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Eco Resort,"A passion for being sensitive to both the environment, the local culture and to engage the local community inspired them to use bamboo as the primary building material on Cempedak.",https://www.cempedak.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",CEMPEDAK,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- National Corporate,Asia & Oz,Indonesia,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Creating business through circular design,"CIRCO powers the development of the Circular Economy, driven by Design. Companies work together with designers on developing applicable circular business products, sharing knowledge, experience and inspiration with their network.",http://circonl.nl/english/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",CIRCO,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",Education,Europe,Netherlands,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Organic Farming," The compost is used throughout the farm to condition dead soil back to its arable state, which eventually enhances and stimulates plant growth. With the improvement in soil activity, our vegetables need not require external substances such as synthetic pesticides and chemical fertilizers.",http://quanfaorganic.com.sg,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",QUANFA,FOOD & BEVERAGES including agriculture and restaurants,- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Waste2 Wear,Waste-PET recycling into textiles/clothes,www.waste2wear.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Waste2 Wear,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Private sector (undefined),Asia & Oz,Over Asia & Oz,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
St James Settlement Upcycling,"Upcycling 'waste' products - tyres, pallets etc",https://www.facebook.com/SJSJCUpcycling/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",St James Settlement Upcycling Centre,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Non-profit,Asia & Oz,China,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Style Theory,Clothing rental / hire service,sg.styletheory.co,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Style Theory,FASHION and other textiles,- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Lána,Online peer to peer market place where user can list and borrow clothing,www.lana.global,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Lana,FASHION and other textiles,- Private sector (undefined),Asia & Oz,Australia,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Sourdough Bread Making,Make and share your sourdough,"Meetup, https://sourdoughsociety.wordpress.com/","PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Sourdough Society,FOOD & BEVERAGES including agriculture and restaurants,- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
It takes balls,Yarn made from offcuts from T-shirt manufacturing process,"www.ittakesballs.sg, @ittakesballs","WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",It takes balls,FASHION and other textiles,- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Jeans Fix,Jeans alteration and repair service,jeansfix.com,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Jeans Fix,FASHION and other textiles,- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Alpha Biofuels,Convert used cooking oil to bio-diesel,alphabiofuels.sg,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Alpha Biofuels,FOOD & BEVERAGES including agriculture and restaurants,- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Argent,Biodiesel for buses from sewage,www.argentenergy.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Argent Energy,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,United Kingdom,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Agy Textile Artist,Clothing/repair upcycling workshops,www.agytextileartist.com,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Agy Textile Artist,FASHION and other textiles,- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
The Squirrelz,Preventing fachion waste by connecting designers to materials,www.thesquirrelz.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",The Squirrelz,FASHION and other textiles,- Private sector (undefined),Asia & Oz,China,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Save that pen,Gives used and unwanted pens a new lease of life,www.savethatpen.com,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Redress,NGO in Hong Kong reduces clothing waste,www.redress.com.hk,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Redress,FASHION and other textiles,Non-profit,Asia & Oz,China,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Triple Eye Lid,Design team upcycling products to furniture,tripleeyelid.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Triple Eye Lid,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
"Unilever - Recycling ""bank""",Exchange of sorted waste for value tokens,www.waste.ccacoalition.org/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Asia & Oz,Indonesia,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Last But Not Least,Textile waste to clothes,www.waste.ccacoalition.org/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Last But Not Least,FASHION and other textiles,- Private sector (undefined),Asia & Oz,China,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Sharing Economy Technology,Technology facilitating re-use / lending,www.refash.sg,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",e.g. Refash,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
City Square Mall coffee residue collection,Collects coffee grounds for recycling,www.refash.sg,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",CDL,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",- Private sector (undefined),Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Bio 24,"- disposable foodware, into fertilizer in 24 hours - made of plant based polyester",tria.sg/,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Tria Pte Ltd,FOOD & BEVERAGES including agriculture and restaurants,- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Repair Kopitiam - See Table 8,,tria.sg/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Asia & Oz,Over Asia & Oz,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
The Final Straw,Leasing of reusable straws to F&B industry,"www.thefinalstraw.co (reserved, not yet life?)","BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",The Final Straw,FOOD & BEVERAGES including agriculture and restaurants,- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Kitchen Solutions / Central Kitchen,"- shared kitchen equipment, labour for indian cooking - support from SPRING Singapore",https://www.spring.gov.sg/Developing-Industries/FBS/FBS-programmes/Pages/f-b-productivity-capability-solutions.aspx,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Indian Restaurants Association Spring,FOOD & BEVERAGES including agriculture and restaurants,Government,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Community Lab@UWSEY Prototyping Lab@NDC,shared manufacturing @ prototyping machines & equipment,"www.sl2square.org https://www.designsingapore.org/modules/mediarelease/media-release-new-prototyping-lab-at-the-national-design-centre-ndc-offers-a-commn-tinkering-space https://www.uwcsea.edu.sg/intheworks https://peatix.com/event/184366?lang=en-sg search ""makerspace""","BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Sustainable Living Lab Pte Ltd,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Processing of oil palm biomass,"reusing oil palm husk in the production of reinforced polymers, charcoal, pellets, fiber, fertilizer, kernel shell",www.ggs.my,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Gobal Green Synergy Sdn Bhd,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Asia & Oz,Malaysia,Kuala Lumpur,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Wood Chip collection & recycling / pallet rentals,Manufacturer of wooden pallet with a zero waste approach,www.lht.com.sg www.lht.com.sg/woodpallet.htm,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",LHT Holdings,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Furniture maker using wooden pallet to make furniture,"Furniture maker teams up with pallet maker, shaping resource (space, equipment) & maximising use of waste materials",https://www.tripleeyelid.com/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Trple Eyelid,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Food waste analytics,Analyse food waste types & provides data analytics to purchasers,http://www.winnowsolutions.com/,OTHER,Winnow,FOOD & BEVERAGES including agriculture and restaurants,- SME,Asia & Oz,China,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Online food waste marketplace,Platform that sells food waste from supermarket,thetreedots.com,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Treedots,FOOD & BEVERAGES including agriculture and restaurants,- Startup,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Food Bank,Collection of unconsumed food and distribute the foor to the needy,foodbank.sg,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Food Bank Singapore,FOOD & BEVERAGES including agriculture and restaurants,Non-profit,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Avani Eco,One-stop-shop solution for eco-friendly packaging,www.avanieco.com/,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Avani Eco,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- National Corporate,Asia & Oz,Indonesia,Bali,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
Comcrop,"Rooftop urban farms, utilising aquaponics technology",comcrop.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Comcrop,FOOD & BEVERAGES including agriculture and restaurants,- SME,Asia & Oz,Singapore,,CEC Singapore Mapping Organizer: Marialine Verdickt ,https://www.circulareconomyclub.com/cec-singapore-marialine-verdickt/
